Situation code,ACK  code,Situation code name,Situation Description,Text,Notes,RecordCode,Filename,Probability,SUBSET Code
,,,  ,Вызывайте тяжелые танки!,,tank2-9-3,tank2-9-3.wav,50.0,
10,tank2-10,ACK_BORED_ATTACK,Периодичекие фразы во ходе атаки. ,Впере-е-ед!,,tank2-10-1,tank2-10-1.wav,50.0,
,,,  ,В атаку!,,tank2-10-2,tank2-10-2.wav,50.0,
,,,  ,Меси их!,,tank2-10-3,tank2-10-3.wav,50.0,
,,,  ,"Дави, дави нечисть!",,tank2-10-4,tank2-10-4.wav,50.0,
11,tank2-11,ACK_CANNOT_MOVE_TRACK_DAMAGED,"Колесо или гусеница повреждены, боевая единица отказывается двигаться или атаковать. ",Гусеница разбита.,,tank2-11-1,tank2-11-1.wav,50.0,
,,,  ,Докладываю: танк поврежден и требует ремонта.,,tank2-11-2,tank2-11-2.wav,50.0,
,,,  ,"Мы застряли, нужен ремонт.",,tank2-11-3,tank2-11-3.wav,50.0,
12,tank2-12,ACK_BORED_LOW_AMMO,У боевой единицы боеприпасы подходят к концу. ,Кончается боеприпас.,,tank2-12-1,tank2-12-1.wav,50.0,
,,,  ,Докладываю: снаряды на исходе!,,tank2-12-2,tank2-12-2.wav,50.0,
,,,  ,Ящики с боеприпасом показывают дно!,,tank2-12-3,tank2-12-3.wav,50.0,
13,tank2-13,ACK_BORED_IDLE,Боевая единица ничем не занята и скучает. Нет действия в течение долгого времени. ,Танки - оружие будущего.,,tank2-13-1,tank2-13-1.wav,50.0,
,,,  ,Не нравится мне это затишье.,,tank2-13-2,tank2-13-2.wav,50.0,
,,,  ,"Эй, механик, расскажи что-нибудь.",,tank2-13-3,tank2-13-3.wav,50.0,
,,,  ,"Механик, вылезай, перекурим.",,tank2-13-4,tank2-13-4.wav,50.0,
14,tank2-14,ACK_BORED_LOW_HIT_POINTS,Убоевой единицы осталось мало здоровья или прочности. ,Машина начинает трещать по швам!,,tank2-14-1,tank2-14-1.wav,50.0,
,,,  ,Броню могут пробить.,,tank2-14-2,tank2-14-2.wav,50.0,
,,,  ,Докладываю: танк может не выдержать!,,tank2-14-3,tank2-14-3.wav,50.0,
15,tank2-15,ACK_SELECTION_TO_MUCH,Боевая единица была многократно выбрана подряд. ,Что с моим шлемофоном?,,tank2-15-1,tank2-15-1.wav,50.0,
,,,  ,"Прием, прием, что вы там рычите?",,tank2-15-2,tank2-15-2.wav,50.0,
,,,  ,"А, это дождь по люку барабанит.",,tank2-15-3,tank2-15-3.wav,50.0,
16,tank2-16,ACK_KILLED_ENEMY,Боевая единица уничожила врага. ,Хо-хо! Получай!,,tank2-16-1,tank2-16-1.wav,50.0,
,,,  ,Вот так-то!,,tank2-16-2,tank2-16-2.wav,50.0,
,,,  ,В клочья!,,tank2-16-3,tank2-16-3.wav,50.0,
,,,  ,Дальше!,,tank2-16-4,tank2-16-4.wav,50.0,
,,,  ,Великолепно!,,tank2-16-5,tank2-16-5.wav,50.0,
17,tank2-17,ACK_BUILDING_FINISHED,Боевая единица закончила окапывание или закончила строительные работы,Приказ окопаться выполнен!,,tank2-17-1,tank2-17-1.wav,50.0,
,,,  ,Мы укрепились!,,tank2-17-2,tank2-17-2.wav,50.0,
18,tank2-18,DIED,Боевая единица погибла. Последние слова. ,Возгорание!,,tank2-18-1,tank2-18-1.wav,50.0,
,,,  ,Сейчас рванет!,,tank2-18-2,tank2-18-2.wav,50.0,
,,,  ,Выбираемся!,,tank2-18-3,tank2-18-3.wav,50.0,
,,,  ,Не-е-ет!,,tank2-18-4,tank2-18-4.wav,50.0,
,,,  ,Броня не выдерживает!,,tank2-18-5,tank2-18-5.wav,50.0,
,,,,(крик),,tank2-18-6,tank2-18-6.wav,50.0,
,,,,(крик),,tank2-18-7,tank2-18-7.wav,50.0,
,,,,(крик),,tank2-18-8,tank2-18-8.wav,50.0,
,,,,(крик),,tank2-18-9,tank2-18-9.wav,50.0,
,,,,(крик),,tank2-18-10,tank2-18-10.wav,50.0,
19,tank2-19,ACK_MOVE_END,Боевая единица закончила длительное перемещение вне поля зрения игрока. ,Танки вышли на позицию!,,tank2-19-1,tank2-19-1.wav,50.0,
,,,  ,Докладываю: мы на месте!,,tank2-19-2,tank2-19-2.wav,50.0,
20,tank2-20,ACK_UNDER_ATTACK,Боевая единица подверглась нападению. ,"Вот черт, враги!",,tank2-20-1,tank2-20-1.wav,50.0,
,,,  ,Ты откуда взялся?!,,tank2-20-2,tank2-20-2.wav,50.0,
,,,  ,Нас пытаются атаковать!,,tank2-20-3,tank2-20-3.wav,50.0,
21,tank2-21,ACK_ENEMY_FOUND,Боевая единица обнаружила врага,Вижу вражеское подразделение.,,tank2-21-1,tank2-21-1.wav,50.0,
,,,  ,Вражеская мразь!,,tank2-21-2,tank2-21-2.wav,50.0,
22,tank2-22,ACK_ORDER_FINISHED,Боевая единица закончила выполнение приказа,Докладываю: приказ выполнен!,,tank2-22-1,tank2-22-1.wav,50.0,
,,,  ,Экипаж танка к дальнейшим приказам готов!,,tank2-22-2,tank2-22-2.wav,50.0,
23,tank2-23,ACK_REINFORCEMENT_ARRIVED,Боевая единица докладывает о прибытии в составе подкрепления,Средние танки прибыли!,,tank2-23-1,tank2-23-1.wav,50.0,
,,,  ,Помощь прибыла!,,tank2-23-2,tank2-23-2.wav,50.0,
32,tank2-32,ACK_BEING_ATTACKED_BY_AVIATION,Боевая единица заметила вражеские самолеты,"Осторожно, воздух!",,tank2-32-1,tank2-32-1.wav,50.0,
,,,  ,Сверху птички!,,tank2-32-2,tank2-32-2.wav,50.0,
1,tank3-1,ACK_POSITIVE,Согласие. Боевая единица подчиняется некоторому приказу.,Приказ выполнять начали.,,tank3-1-1,tank3-1-1.wav,50.0,
,,,  ,Да уже.,,tank3-1-2,tank3-1-2.wav,50.0,
,,,  ,"Точно, так точно!",,tank3-1-3,tank3-1-3.wav,50.0,
,,,  ,Сейчас выполним.,,tank3-1-4,tank3-1-4.wav,50.0,
,,,  ,Да уж как-нибудь.,,tank3-1-5,tank3-1-5.wav,50.0,
,,,  ,"Живей, новый приказ.",,tank3-1-6,tank3-1-6.wav,50.0,
,,,  ,Опять... Выполняем.,,tank3-1-7,tank3-1-7.wav,50.0,
2,tank3-2,ACK_NEGATIVE,Несогласие. Боевая единица не может выполнить некоторый приказ.,Да уж никак нет.,,tank3-2-1,tank3-2-1.wav,50.0,
,,,  ,"А может, еще взлететь?",,tank3-2-2,tank3-2-2.wav,50.0,
,,,  ,Не могу выполнить!,,tank3-2-3,tank3-2-3.wav,50.0,
,,,  ,Хренушки.,,tank3-2-4,tank3-2-4.wav,50.0,
3,tank3-3,ACK_SELECTED,Реакция боевой единицы на выбор ее игроком.,Танковые войска.,,tank3-3-1,tank3-3-1.wav,50.0,
,,,  ,Экипаж танка слушает.,,tank3-3-2,tank3-3-2.wav,50.0,
,,,  ,Тяжелый танк.,,tank3-3-3,tank3-3-3.wav,50.0,
,,,  ,Я на связи!,,tank3-3-4,tank3-3-4.wav,50.0,
,,,  ,Ну что?,,tank3-3-5,tank3-3-5.wav,50.0,
,,,  ,Тяжелые танки.,,tank3-3-6,tank3-3-6.wav,50.0,
,,,  ,Броневойска.,,tank3-3-7,tank3-3-7.wav,50.0,
,,,  ,Н-да.,,tank3-3-8,tank3-3-8.wav,50.0,
,,,  ,"Экипаж танка, прием.",,tank3-3-9,tank3-3-9.wav,50.0,
4,tank3-4,ACK_INVALID_TARGET,"Боевая единица не может навестись на некоторую цель, по причинам не указазанным в остальных фразах. ","Не выйдет, приказ не будет выполнен.",,tank3-4-1,tank3-4-1.wav,50.0,
,,,  ,Нет.,,tank3-4-2,tank3-4-2.wav,50.0,
5,tank3-5,ACK_DONT_SEE_THE_ENEMY,Боевая единица не видит цель и отказывается стрелять по ней.,Цель вне зоны видимости.,,tank3-5-1,tank3-5-1.wav,50.0,
,,,  ,Координаты цели не верны.,,tank3-5-2,tank3-5-2.wav,50.0,
6,tank3-6,ACK_NOT_IN_ATTACK_ANGLE,Цель вне горизонталного сектора обстрела. Боевая цель не может повернуться в нужном направлении.,Ваша цель вне зоны обстрела.,,tank3-6-1,tank3-6-1.wav,50.0,
,,,  ,Отправьте туда кого-нибудь.,,tank3-6-2,tank3-6-2.wav,50.0,
7,tank3-7,ACK_NOT_IN_FIRE_RANGE,Цель слишком далеко или слишком близко. Боевая единица отказывается атаковать. ,Мы вам не дальнобойные орудия.,,tank3-7-1,tank3-7-1.wav,50.0,
,,,  ,Даже и пробовать не будем.,,tank3-7-2,tank3-7-2.wav,50.0,
8,tank3-8,ACK_NO_AMMO,Отказ атаковать - закончились боеприпасы. ,Нам тут уже стрелять нечем.,,tank3-8-1,tank3-8-1.wav,50.0,
,,,,Ждать снаряды или отходить?,,tank3-8-2,tank3-8-2.wav,50.0,
,,,,Что? А чем?,,tank3-8-3,tank3-8-3.wav,50.0,
,,,,Ожидаем боеприпасы.,,tank3-8-4,tank3-8-4.wav,50.0,
,,,  ,Дайте снаряды.,,tank3-8-5,tank3-8-5.wav,50.0,
,,,  ,"Повторяю, дайте снаряды.",,tank3-8-6,tank3-8-6.wav,50.0,
9,tank3-9,ACK_CANNOT_PIERCE,Боевая единица не может в принципе пробить защиту цели и отказывается стрелять так как это бесполезно. ,"Это не для нас, вызывайте огонь артиллерии.",,tank3-9-1,tank3-9-1.wav,50.0,
,,,  ,А хоть пять раз вломи!,,tank3-9-2,tank3-9-2.wav,50.0,
,,,  ,Эту броню нам не проломить.,,tank3-9-3,tank3-9-3.wav,50.0,
10,tank3-10,ACK_BORED_ATTACK,Периодичекие фразы во ходе атаки. ,Наводи на цель.,,tank3-10-1,tank3-10-1.wav,50.0,
,,,  ,Подпусти поближе!,,tank3-10-2,tank3-10-2.wav,50.0,
,,,  ,Стрелять на ходу!,,tank3-10-3,tank3-10-3.wav,50.0,
,,,  ,"В лоб ему, в лоб!",,tank3-10-4,tank3-10-4.wav,50.0,
11,tank3-11,ACK_CANNOT_MOVE_TRACK_DAMAGED,"Колесо или гусеница повреждены, боевая единица отказывается двигаться или атаковать. ",Двигатель поврежден.,,tank3-11-1,tank3-11-1.wav,50.0,
,,,  ,Нас оставили без гусеницы.,,tank3-11-2,tank3-11-2.wav,50.0,
,,,  ,"Можем только стрелять, движение невозможно.",,tank3-11-3,tank3-11-3.wav,50.0,
12,tank3-12,ACK_BORED_LOW_AMMO,У боевой единицы боеприпасы подходят к концу. ,Заканчивается основной боеприпас.,,tank3-12-1,tank3-12-1.wav,50.0,
,,,  ,Снарядов что-то мало.,,tank3-12-2,tank3-12-2.wav,50.0,
,,,  ,Снабдите нас боезапасом!,,tank3-12-3,tank3-12-3.wav,50.0,
13,tank3-13,ACK_BORED_IDLE,Боевая единица ничем не занята и скучает. Нет действия в течение долгого времени. ,"Танковые войска, какие приказы?",,tank3-13-1,tank3-13-1.wav,50.0,
,,,  ,"Слава богу, поспать можно.",,tank3-13-2,tank3-13-2.wav,50.0,
,,,  ,Спирта ни у кого не осталось?,,tank3-13-3,tank3-13-3.wav,50.0,
,,,  ,"То гонят, то забывают.",,tank3-13-4,tank3-13-4.wav,50.0,
14,tank3-14,ACK_BORED_LOW_HIT_POINTS,Убоевой единицы осталось мало здоровья или прочности. ,Ресурсы машины истощаются.,,tank3-14-1,tank3-14-1.wav,50.0,
,,,  ,По нам ведется слишком плотный огонь.,,tank3-14-2,tank3-14-2.wav,50.0,
,,,  ,Прошу поддержки.,,tank3-14-3,tank3-14-3.wav,50.0,
15,tank3-15,ACK_SELECTION_TO_MUCH,Боевая единица была многократно выбрана подряд. ,Опять рация на ладан дышит.,,tank3-15-1,tank3-15-1.wav,50.0,
,,,  ,"Я вам что, моряк, азбуку Морзе понимать?",,tank3-15-2,tank3-15-2.wav,50.0,
,,,  ,Башка трещит... аж пульсирует.,,tank3-15-3,tank3-15-3.wav,50.0,
16,tank3-16,ACK_KILLED_ENEMY,Боевая единица уничожила врага. ,Цель взорвана.,,tank3-16-1,tank3-16-1.wav,50.0,
,,,  ,Еще с одним покончено.,,tank3-16-2,tank3-16-2.wav,50.0,
,,,  ,Вражеская единица уничтожена.,,tank3-16-3,tank3-16-3.wav,50.0,
,,,  ,Их техника - дрянь.,,tank3-16-4,tank3-16-4.wav,50.0,
,,,  ,Куда тебе до нас...,,tank3-16-5,tank3-16-5.wav,50.0,
17,tank3-17,ACK_BUILDING_FINISHED,Боевая единица закончила окапывание или закончила строительные работы,Танковые позиции укреплены.,,tank3-17-1,tank3-17-1.wav,50.0,
,,,  ,Стационарная позиция занята.,,tank3-17-2,tank3-17-2.wav,50.0,
18,tank3-18,DIED,Боевая единица погибла. Последние слова. ,М-мать...,,tank3-18-1,tank3-18-1.wav,50.0,
,,,  ,Высунулись...,,tank3-18-2,tank3-18-2.wav,50.0,
,,,  ,Из люков!,,tank3-18-3,tank3-18-3.wav,50.0,
,,,  ,Всем наружу!,,tank3-18-4,tank3-18-4.wav,50.0,
,,,  ,(клокотание крови в горле) Докат...,,tank3-18-5,tank3-18-5.wav,50.0,
,,,,(крик),,tank3-18-6,tank3-18-6.wav,50.0,
,,,,(крик),,tank3-18-7,tank3-18-7.wav,50.0,
,,,,(крик),,tank3-18-8,tank3-18-8.wav,50.0,
,,,,(крик),,tank3-18-9,tank3-18-9.wav,50.0,
,,,,(крик),,tank3-18-10,tank3-18-10.wav,50.0,
19,tank3-19,ACK_MOVE_END,Боевая единица закончила длительное перемещение вне поля зрения игрока. ,"Подтверждаю, позиция занята.",,tank3-19-1,tank3-19-1.wav,50.0,
,,,  ,Дислоцировались.,,tank3-19-2,tank3-19-2.wav,50.0,
20,tank3-20,ACK_UNDER_ATTACK,Боевая единица подверглась нападению. ,"Танковые войска, мы атакованы.",,tank3-20-1,tank3-20-1.wav,50.0,
,,,  ,Начинаю перестрелку с нападающим.,,tank3-20-2,tank3-20-2.wav,50.0,
,,,  ,У нас тут желающие сдохнуть.,,tank3-20-3,tank3-20-3.wav,50.0,
21,tank3-21,ACK_ENEMY_FOUND,Боевая единица обнаружила врага,"Вижу врага, готовлюсь к стрельбе.",,tank3-21-1,tank3-21-1.wav,50.0,
,,,  ,Противник на горизонте.,,tank3-21-2,tank3-21-2.wav,50.0,
22,tank3-22,ACK_ORDER_FINISHED,Боевая единица закончила выполнение приказа,Задача завершена.,,tank3-22-1,tank3-22-1.wav,50.0,
,,,  ,Уже на месте.,,tank3-22-2,tank3-22-2.wav,50.0,
23,tank3-23,ACK_REINFORCEMENT_ARRIVED,Боевая единица докладывает о прибытии в составе подкрепления,Танковые войска прибыли.,,tank3-23-1,tank3-23-1.wav,50.0,
,,,  ,Тяжелые танки в составле подкрепления.,,tank3-23-2,tank3-23-2.wav,50.0,
32,tank3-32,ACK_BEING_ATTACKED_BY_AVIATION,Боевая единица заметила вражеские самолеты,Атакованы с воздуха.,,tank3-32-1,tank3-32-1.wav,50.0,
,,,  ,Нас пытаются прикончить сверху.,,tank3-32-2,tank3-32-2.wav,50.0,
1,auto1-1,ACK_POSITIVE,Согласие. Боевая единица подчиняется некоторому приказу.,Мы постараемся.,,auto1-1-1,auto1-1-1.wav,50.0,
,,,  ,"Да, понял!",,auto1-1-2,auto1-1-2.wav,50.0,
,,,  ,"Достаточно четко, вас понял.",,auto1-1-3,auto1-1-3.wav,50.0,
,,,  ,Инженеры вас поняли.,,auto1-1-4,auto1-1-4.wav,50.0,
,,,  ,"Если ничего не случится, выполним.",,auto1-1-5,auto1-1-5.wav,50.0,
,,,  ,"Сейчас, инструменты соберу.",,auto1-1-6,auto1-1-6.wav,50.0,
,,,  ,"Есть, ваш приказ понят.",,auto1-1-7,auto1-1-7.wav,50.0,
2,auto1-2,ACK_NEGATIVE,Несогласие. Боевая единица не может выполнить некоторый приказ.,"Нет, выполнить не сможем!",,auto1-2-1,auto1-2-1.wav,50.0,
,,,  ,В данной ситуации невозможно.,,auto1-2-2,auto1-2-2.wav,50.0,
,,,  ,"Ну, как ни крути... невыполнимо.",,auto1-2-3,auto1-2-3.wav,50.0,
,,,  ,На нашей-то старенькой машине?,,auto1-2-4,auto1-2-4.wav,50.0,
3,auto1-3,ACK_SELECTED,Реакция боевой единицы на выбор ее игроком.,Инженерные войска.,,auto1-3-1,auto1-3-1.wav,50.0,
,,,  ,Инженеры.,,auto1-3-2,auto1-3-2.wav,50.0,
,,,  ,Инженерный грузовик.,,auto1-3-3,auto1-3-3.wav,50.0,
,,,  ,Технические службы.,,auto1-3-4,auto1-3-4.wav,50.0,
,,,  ,"Это инженеры, слушаем.",,auto1-3-5,auto1-3-5.wav,50.0,
,,,  ,Что чинить?,,auto1-3-6,auto1-3-6.wav,50.0,
,,,  ,Опять кого-нибудь латать придется.,,auto1-3-7,auto1-3-7.wav,50.0,
,,,  ,Провода в кузове.,,auto1-3-8,auto1-3-8.wav,50.0,
,,,  ,Да?,,auto1-3-9,auto1-3-9.wav,50.0,
11,auto1-11,ACK_CANNOT_MOVE_TRACK_DAMAGED,"Колесо или гусеница повреждены, боевая единица отказывается двигаться или атаковать. ",Грузовик разбит.,,auto1-11-1,auto1-11-1.wav,50.0,
,,,  ,Мотору крышка.,,auto1-11-2,auto1-11-2.wav,50.0,
,,,  ,Нам самим требуется ремонт.,,auto1-11-3,auto1-11-3.wav,50.0,
13,auto1-13,ACK_BORED_IDLE,Боевая единица ничем не занята и скучает. Нет действия в течение долгого времени. ,Пока можно повозиться с инструментами.,,auto1-13-1,auto1-13-1.wav,50.0,
,,,  ,Никому ничего чинить не нужно?,,auto1-13-2,auto1-13-2.wav,50.0,
,,,  ,"Похоже, технику сегодня в бою не используют.",,auto1-13-3,auto1-13-3.wav,50.0,
,,,  ,"Так, что у нас осталось из инструментов?..",,auto1-13-4,auto1-13-4.wav,50.0,
14,auto1-14,ACK_BORED_LOW_HIT_POINTS,Убоевой единицы осталось мало здоровья или прочности. ,Мне сейчас грузовик в труху разнесут!,,auto1-14-1,auto1-14-1.wav,50.0,
,,,  ,Прошу прикрытия!,,auto1-14-2,auto1-14-2.wav,50.0,
,,,  ,"Черт, помогите нам отсюда выбраться!",,auto1-14-3,auto1-14-3.wav,50.0,
15,auto1-15,ACK_SELECTION_TO_MUCH,Боевая единица была многократно выбрана подряд. ,"Да, да, точно, сварочный аппарат забыл!",,auto1-15-1,auto1-15-1.wav,50.0,
,,,  ,"Учись, студент, а то всю войну ключи подавать будешь!",,auto1-15-2,auto1-15-2.wav,50.0,
,,,  ,"Ну так я и думал, это у меня подвеска стучит!",,auto1-15-3,auto1-15-3.wav,50.0,
17,auto1-17,ACK_BUILDING_FINISHED,Боевая единица закончила окапывание или закончила строительные работы,Строительные работы закончены.,,auto1-17-1,auto1-17-1.wav,50.0,
,,,  ,Все готово.,,auto1-17-2,auto1-17-2.wav,50.0,
18,auto1-18,DIED,Боевая единица погибла. Последние слова. ,Не надо... (переходя в хрип),,auto1-18-1,auto1-18-1.wav,50.0,
,,,  ,"Черт, больно...",,auto1-18-2,auto1-18-2.wav,50.0,
,,,  ,Не-е-ет! Не надо!,,auto1-18-3,auto1-18-3.wav,50.0,
,,,  ,Горим!,,auto1-18-4,auto1-18-4.wav,50.0,
,,,  ,"Прыгай, прыгай из машины!",,auto1-18-5,auto1-18-5.wav,50.0,
,,,,(крик),,auto1-18-6,auto1-18-6.wav,50.0,
,,,,(крик),,auto1-18-7,auto1-18-7.wav,50.0,
,,,,(крик),,auto1-18-8,auto1-18-8.wav,50.0,
,,,,(крик),,auto1-18-9,auto1-18-9.wav,50.0,
,,,,(крик),,auto1-18-10,auto1-18-10.wav,50.0,
19,auto1-19,ACK_MOVE_END,Боевая единица закончила длительное перемещение вне поля зрения игрока. ,Инженеры на месте.,,auto1-19-1,auto1-19-1.wav,50.0,
,,,  ,Мы в указанной точке.,,auto1-19-2,auto1-19-2.wav,50.0,
20,auto1-20,ACK_UNDER_ATTACK,Боевая единица подверглась нападению. ,"Мы под огнем, держись!",,auto1-20-1,auto1-20-1.wav,50.0,
,,,  ,"Уходим, уходим!",,auto1-20-2,auto1-20-2.wav,50.0,
,,,  ,"Черт, опять под обстрелом!",,auto1-20-3,auto1-20-3.wav,50.0,
21,auto1-21,ACK_ENEMY_FOUND,Боевая единица обнаружила врага,Обнаружены вражеские части.,,auto1-21-1,auto1-21-1.wav,50.0,
,,,  ,Вижу врага.,,auto1-21-2,auto1-21-2.wav,50.0,
22,auto1-22,ACK_ORDER_FINISHED,Боевая единица закончила выполнение приказа,Приказ выполнен.,,auto1-22-1,auto1-22-1.wav,50.0,
,,,  ,Ваши указания выполнены.,,auto1-22-2,auto1-22-2.wav,50.0,
23,auto1-23,ACK_REINFORCEMENT_ARRIVED,Боевая единица докладывает о прибытии в составе подкрепления,Инженерные войска на подходе.,,auto1-23-1,auto1-23-1.wav,50.0,
,,,  ,Инженеры прибыли.,,auto1-23-2,auto1-23-2.wav,50.0,
24,auto1-24,ACK_GOING_TO_STORAGE,Боевая единица отправляется на склад за пополнением боекомплекта.,Отбываю на склады.,,auto1-24-1,auto1-24-1.wav,50.0,
,,,  ,Едем за снабжением.,,auto1-24-2,auto1-24-2.wav,50.0,
,,,  ,Срочно нужно на склад.,,auto1-24-3,auto1-24-3.wav,50.0,
25,auto1-25,ACK_NO_RESOURCES_CANT_FIND_DEPOT,Боеваяединица не может найти склад или линии снабжения были перерезаны. ,Не могу обнаружить склад!,,auto1-25-1,auto1-25-1.wav,50.0,
,,,  ,"А карта утверждает, что тут был склад?!",,auto1-25-2,auto1-25-2.wav,50.0,
,,,  ,"Эй, что случилось со складами?",,auto1-25-3,auto1-25-3.wav,50.0,
27,auto1-27,ACK_START_SERVICE_REPAIR,Боевая единица начинает чинить другую или строение..,Начинаю ремонтные работы.,,auto1-27-1,auto1-27-1.wav,50.0,
,,,  ,Сейчас починим.,,auto1-27-2,auto1-27-2.wav,50.0,
,,,  ,"Так, ключ на двенадцать...",,auto1-27-3,auto1-27-3.wav,50.0,
28,auto1-28,ACK_CANNOT_FINISH_BUILD,По какой-либо причине боевая единица не смогла закончить земляные работы,Невозможно завершить работы!,,auto1-28-1,auto1-28-1.wav,50.0,
,,,  ,Вынужден прервать работу.,,auto1-28-2,auto1-28-2.wav,50.0,
29,auto1-29,ACK_MINE_FOUND,Боевая единица обнаружила мину.,Обнаружено минирование.,,auto1-29-1,auto1-29-1.wav,50.0,
,,,  ,Минное поле!,,auto1-29-2,auto1-29-2.wav,50.0,
32,auto1-32,ACK_BEING_ATTACKED_BY_AVIATION,Боевая единица заметила вражеские самолеты,"Черт, воздух!",,auto1-32-1,auto1-32-1.wav,50.0,
,,,  ,Вижу аэропланы!,,auto1-32-2,auto1-32-2.wav,50.0,
33,auto1-33,ACK_START_SERVICE_BUILDING,Боевая единица начинает строительство. ,Строительство начато.,,auto1-33-1,auto1-33-1.wav,50.0,
,,,  ,Приступаем к строительству.,,auto1-33-2,auto1-33-2.wav,50.0,
,,,  ,"Мы на месте, начинаем строить.",,auto1-33-3,auto1-33-3.wav,50.0,
1,auto2-1,ACK_POSITIVE,Согласие. Боевая единица подчиняется некоторому приказу.,Враз закончим!,,auto2-1-1,auto2-1-1.wav,50.0,
,,,  ,"Дело-то нехитрое, сейчас!",,auto2-1-2,auto2-1-2.wav,50.0,
,,,  ,Только попроси!,,auto2-1-3,auto2-1-3.wav,50.0,
,,,  ,Ежли к нам с уважением...,,auto2-1-4,auto2-1-4.wav,50.0,
,,,  ,Да как для тещи сделаю...,,auto2-1-5,auto2-1-5.wav,50.0,
,,,  ,Мигом!,,auto2-1-6,auto2-1-6.wav,50.0,
,,,  ,От скоро будет готово.,,auto2-1-7,auto2-1-7.wav,50.0,
2,auto2-2,ACK_NEGATIVE,Несогласие. Боевая единица не может выполнить некоторый приказ.,Дык как я такое исполню?,,auto2-2-1,auto2-2-1.wav,50.0,
,,,  ,"Командир, что ж ты такое говоришь-то?",,auto2-2-2,auto2-2-2.wav,50.0,
,,,  ,"Не, нетушки.",,auto2-2-3,auto2-2-3.wav,50.0,
,,,  ,Да как же так-то?,,auto2-2-4,auto2-2-4.wav,50.0,
3,auto2-3,ACK_SELECTED,Реакция боевой единицы на выбор ее игроком.,Тягач!,,auto2-3-1,auto2-3-1.wav,50.0,
,,,  ,Мы на тягачах!,,auto2-3-2,auto2-3-2.wav,50.0,
,,,  ,Грузовички!,,auto2-3-3,auto2-3-3.wav,50.0,
,,,  ,Ыть слушаю.,,auto2-3-4,auto2-3-4.wav,50.0,
,,,  ,Ась?,,auto2-3-5,auto2-3-5.wav,50.0,
,,,  ,"А, да, я, я.",,auto2-3-6,auto2-3-6.wav,50.0,
,,,  ,Трищ командир!,,auto2-3-7,auto2-3-7.wav,50.0,
,,,  ,Слухаю!,,auto2-3-8,auto2-3-8.wav,50.0,
,,,  ,И-есть!,,auto2-3-9,auto2-3-9.wav,50.0,
4,auto2-4,ACK_INVALID_TARGET,"Боевая единица не может навестись на некоторую цель, по причинам не указазанным в остальных фразах. ",Ну нетушки.,,auto2-4-1,auto2-4-1.wav,50.0,
,,,  ,Эт я так не смогу.,,auto2-4-2,auto2-4-2.wav,50.0,
5,auto2-5,ACK_DONT_SEE_THE_ENEMY,Боевая единица не видит цель и отказывается стрелять по ней.,Слабоват-то я на глаза уже...,,auto2-5-1,auto2-5-1.wav,50.0,
,,,  ,"Али кажется, али не вижу я.",,auto2-5-2,auto2-5-2.wav,50.0,
6,auto2-6,ACK_NOT_IN_ATTACK_ANGLE,Цель вне горизонталного сектора обстрела. Боевая цель не может повернуться в нужном направлении.,Куды ж я из колеи-то поверну?,,auto2-6-1,auto2-6-1.wav,50.0,
,,,  ,"Не, разворачиваться несподручно.",,auto2-6-2,auto2-6-2.wav,50.0,
7,auto2-7,ACK_NOT_IN_FIRE_RANGE,Цель слишком далеко или слишком близко. Боевая единица отказывается атаковать. ,Ыть далеко они...,,auto2-7-1,auto2-7-1.wav,50.0,
,,,  ,Отседа-то и не видать.,,auto2-7-2,auto2-7-2.wav,50.0,
8,auto2-8,ACK_NO_AMMO,Отказ атаковать - закончились боеприпасы. ,Дык дурной што-ль?,,auto2-8-1,auto2-8-1.wav,50.0,
,,,  ,Как в Гражданку: с шашкой на танк?,,auto2-8-2,auto2-8-2.wav,50.0,
,,,  ,А мне берданку-то зарядить и нечем.,,auto2-8-3,auto2-8-3.wav,50.0,
9,auto2-9,ACK_CANNOT_PIERCE,Боевая единица не может в принципе пробить защиту цели и отказывается стрелять так как это бесполезно. ,"Мы ж людишки невоенные, бронебойных у нас нет.",,auto2-9-1,auto2-9-1.wav,50.0,
,,,  ,Куды нам до такой техники!,,auto2-9-2,auto2-9-2.wav,50.0,
,,,  ,Туточки хоть башкой бейся...,,auto2-9-3,auto2-9-3.wav,50.0,
10,auto2-10,ACK_BORED_ATTACK,Периодичекие фразы во ходе атаки. ,Ура! В наступление!,,auto2-10-1,auto2-10-1.wav,50.0,
,,,  ,Дави бандюг!,,auto2-10-2,auto2-10-2.wav,50.0,
,,,  ,Вот я поганцев!,,auto2-10-3,auto2-10-3.wav,50.0,
,,,  ,"Навались, дружнее!",,auto2-10-4,auto2-10-4.wav,50.0,
11,auto2-11,ACK_CANNOT_MOVE_TRACK_DAMAGED,"Колесо или гусеница повреждены, боевая единица отказывается двигаться или атаковать. ","А колесико, колесико сначала заменить нады-ть.",,auto2-11-1,auto2-11-1.wav,50.0,
,,,  ,Мы покамест оттарахтели.,,auto2-11-2,auto2-11-2.wav,50.0,
,,,  ,"Погодь, моторчик что-то чихаеть.",,auto2-11-3,auto2-11-3.wav,50.0,
12,auto2-12,ACK_BORED_LOW_AMMO,У боевой единицы боеприпасы подходят к концу. ,"Патрончики, патрончики на исходе!",,auto2-12-1,auto2-12-1.wav,50.0,
